ProviderNumber String,HospitalName String,City String,State String,ZIPCode str,CountyName String,PhoneNumber String,HospitalType String,HospitalOwner String,EmergencyService String,Condition String,MeasureCode String,MeasureName String,Sample String,StateAvg String
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AK_AMI-7A
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,57 patients,AK_AMI-8A
20001,PROVIDENCE ALASKA MEDICAL CENTER,,,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,341 patients,AK_HF-1
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,355 patients,AK_HF-2
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),183 patients,AK_HF-3
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,87 patients,AK_HF-4
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,155 patients,AK_PN-2
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,180 patients,AK_PN-3B
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,,No,Pneumonia,,Pneumonia Patients Given Smoking Cessation Advice/Counseling,85 patients,AK_PN-4
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,172 patients,AK_PN-5C
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),168 patients,AK_PN-6
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,,Voluntary non-profit - Private,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,105 patients,AK_PN-7
20001,PROVIDENCE ALASKA MEDICAL CENTER,,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,144 patients,AK_SCIP-CARD-2
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,815 patients,AK_SCIP-INF-1
,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,826 patients,AK_SCIP-INF-2
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-3,,794 patients,AK_SCIP-INF-3
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,202 patients,AK_SCIP-INF-4
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),1039 patients,AK_SCIP-INF-6
,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,366 patients,AK_SCIP-VTE-1
20001,PROVIDENCE ALASKA MEDICAL CENTER,ANCHORAGE,AK,99519.0,ANCHORAGE,9072613675.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,364 patients,AK_SCIP-VTE-2
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,55 patients,AK_AMI-1
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,47 patients,AK_AMI-2
20006,MAT-SU REGIONAL MEDICAL CENTER,,,99645.0,MATANUSKA SUSITNA,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),7 patients,AK_AMI-3
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,,Heart Attack Patients Given Smoking Cessation Advice/Counseling,10 patients,AK_AMI-4
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,44 patients,AK_AMI-5
20006,MAT-SU REGIONAL MEDICAL CENTER,,AK,99645.0,,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,2 patients,AK_AMI-7A
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,,Acute Care Hospitals,,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,AK_AMI-8A
20006,,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,74 patients,AK_HF-1
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,74 patients,
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,,,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),37 patients,AK_HF-3
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,10 patients,AK_HF-4
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,113 patients,AK_PN-2
,,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,151 patients,AK_PN-3B
20006,MAT-SU REGIONAL MEDICAL CENTER,,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,,70 patients,AK_PN-4
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,156 patients,AK_PN-5C
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),108 patients,AK_PN-6
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,86 patients,AK_PN-7
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,,Yes,,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,19 patients,AK_SCIP-CARD-2
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,204 patients,AK_SCIP-INF-1
,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,202 patients,AK_SCIP-INF-2
20006,,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),196 patients,AK_SCIP-INF-3
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,AK_SCIP-INF-4
20006,,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,,Voluntary non-profit - Private,,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),319 patients,AK_SCIP-INF-6
20006,,PALMER,AK,99645.0,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,152 patients,AK_SCIP-VTE-1
20006,MAT-SU REGIONAL MEDICAL CENTER,PALMER,AK,,MATANUSKA SUSITNA,9077468600.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,151 patients,AK_SCIP-VTE-2
20008,BARTLETT REGIONAL HOSPITAL,,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,,Heart Attack Patients Given Aspirin at Arrival,16 patients,
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,12 patients,
20008,BARTLETT REGIONAL HOSPITAL,,AK,99801.0,JUNEAU,,Acute Care Hospitals,Proprietary,,,AMI-3,,2 patients,AK_AMI-3
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,3 patients,AK_AMI-4
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,12 patients,AK_AMI-5
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,AK_AMI-7A
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AK_AMI-8A
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,34 patients,AK_HF-1
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,41 patients,AK_HF-2
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),19 patients,AK_HF-3
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,13 patients,
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,,30 patients,AK_PN-2
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,30 patients,AK_PN-3B
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,7 patients,AK_PN-4
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,,27 patients,AK_PN-5C
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),,
20008,BARTLETT REGIONAL HOSPITAL,,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,12 patients,AK_PN-7
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,15 patients,AK_SCIP-CARD-2
20008,,JUNEAU,AK,99801.0,JUNEAU,,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,AK_SCIP-INF-1
20008,,JUNEAU,AK,99801.0,,9077968900.0,,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,AK_SCIP-INF-2
20008,BARTLETT REGIONAL HOSPITAL,,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),120 patients,AK_SCIP-INF-3
20008,,JUNEAU,AK,99801.0,,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AK_SCIP-INF-4
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),162 patients,
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,JUNEAU,,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-VTE-1,,82 patients,AK_SCIP-VTE-1
20008,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,99801.0,,9077968900.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,AK_SCIP-VTE-2
20012,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701.0,FAIRBANKS NORTH STAR,9074528181.0,Acute Care Hospitals,Voluntary non-profit - Other,,Children&#8217;s Asthma Care,CAC-1,Children Who Received Reliever Medication While Hospitalized for Asthma,,AK_CAC-1
20012,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701.0,FAIRBANKS NORTH STAR,9074528181.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Children&#8217;s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,17 patients,AK_CAC-2
20012,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701.0,FAIRBANKS NORTH STAR,9074528181.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,15 patients,AK_CAC-3
20012,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701.0,FAIRBANKS NORTH STAR,9074528181.0,,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,59 patients,AK_AMI-1
20012,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701.0,FAIRBANKS NORTH STAR,9074528181.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,60 patients,AK_AMI-2
20012,FAIRBANKS MEMORIAL HOSPITAL,,AK,99701.0,FAIRBANKS NORTH STAR,9074528181.0,Acute Care Hospitals,Voluntary non-profit - Other,,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),8 patients,AK_AMI-3
,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701.0,FAIRBANKS NORTH STAR,9074528181.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,28 patients,AK_AMI-4
,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,,,FAIRBANKS NORTH STAR,9074528181.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,AK_AMI-5
20012,FAIRBANKS MEMORIAL HOSPITAL,FAIRBANKS,AK,99701.0,FAIRBANKS NORTH STAR,9074528181.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,AK_AMI-7A
